university_id,major_id,province_id,year,subject_type,batch,min_score,min_rank,avg_score,plan_count
1,17,1,2025,物理类,本科批,674,1,681,12
1,18,1,2023,物理类,本科批,660,2500,664,15
1,18,1,2024,物理类,本科批,669,700,672,15
1,18,1,2025,物理类,本科批,669,700,674,25
1,19,1,2023,物理类,本科批,667,1100,673,12
1,19,1,2024,物理类,本科批,666,1300,669,3
1,19,1,2025,物理类,本科批,666,1300,672,15
1,20,1,2023,物理类,本科批,670,500,673,2
1,20,1,2024,物理类,本科批,673,1,675,5
1,20,1,2025,物理类,本科批,664,1700,672,8
1,21,1,2023,物理类,本科批,677,1,680,6
1,21,1,2024,物理类,本科批,673,1,679,4
1,21,1,2025,物理类,本科批,684,1,689,5
1,22,1,2023,物理类,本科批,665,1500,668,3
1,22,1,2024,物理类,本科批,673,1,678,8
1,22,1,2025,物理类,本科批,673,1,678,30
1,23,1,2023,物理类,本科批,664,1700,671,25
1,23,1,2024,物理类,本科批,655,1,660,30
1,23,1,2025,物理类,本科批,659,1,662,5
1,24,1,2023,物理类,本科批,669,700,674,4
1,24,1,2024,物理类,本科批,665,1500,669,12
1,24,1,2025,物理类,本科批,666,1300,671,15
1,25,1,2023,物理类,本科批,662,2100,669,15
1,25,1,2024,物理类,本科批,664,1700,672,5
1,25,1,2025,物理类,本科批,671,300,676,12
1,26,1,2023,物理类,本科批,667,1100,669,4
1,26,1,2024,物理类,本科批,663,1900,668,6
1,26,1,2025,物理类,本科批,671,300,676,30
1,27,1,2023,物理类,本科批,668,900,675,12
1,27,1,2024,物理类,本科批,666,1300,670,5
1,27,1,2025,物理类,本科批,673,1,680,15
1,28,1,2023,物理类,本科批,667,1100,669,2
1,28,1,2024,物理类,本科批,670,500,676,15
1,28,1,2025,物理类,本科批,665,1500,671,3
1,29,1,2023,物理类,本科批,662,2100,668,3
1,29,1,2024,物理类,本科批,669,700,671,20
1,29,1,2025,物理类,本科批,674,1,680,2
1,30,1,2023,物理类,本科批,659,1,664,25
1,30,1,2024,物理类,本科批,672,100,678,8
1,30,1,2025,物理类,本科批,669,700,676,30
1,1,1,2023,历史类,本科批,643,1,647,10
1,1,1,2024,历史类,本科批,653,1,660,6
1,1,1,2025,历史类,本科批,652,1,660,3
1,2,1,2023,历史类,本科批,649,1,655,20
1,2,1,2024,历史类,本科批,644,1,650,5
1,2,1,2025,历史类,本科批,652,1,655,8
1,3,1,2023,历史类,本科批,645,1,649,6
1,3,1,2024,历史类,本科批,650,1,658,15
1,3,1,2025,历史类,本科批,655,1,663,25
1,4,1,2023,历史类,本科批,638,1,645,15
1,4,1,2024,历史类,本科批,653,1,655,4
1,4,1,2025,历史类,本科批,647,1,649,30
1,5,1,2023,历史类,本科批,640,1,644,6
1,5,1,2024,历史类,本科批,646,1,653,8
1,5,1,2025,历史类,本科批,655,1,662,6
1,6,1,2023,历史类,本科批,637,100,641,2
1,6,1,2024,历史类,本科批,645,1,650,6
1,6,1,2025,历史类,本科批,636,200,640,4
1,7,1,2023,历史类,本科批,634,400,641,12
1,7,1,2024,历史类,本科批,641,1,647,2
1,7,1,2025,历史类,本科批,637,100,644,4
1,8,1,2023,历史类,本科批,638,1,646,8
1,8,1,2024,历史类,本科批,651,1,654,10
1,8,1,2025,历史类,本科批,645,1,649,8
1,9,1,2023,历史类,本科批,631,700,634,25
1,9,1,2024,历史类,本科批,637,100,639,8
1,9,1,2025,历史类,本科批,638,1,644,30
1,10,1,2023,历史类,本科批,628,1,636,4
1,10,1,2024,历史类,本科批,633,500,635,4
1,10,1,2025,历史类,本科批,636,200,644,25
1,11,1,2023,历史类,本科批,629,1,632,30
1,11,1,2024,历史类,本科批,633,500,641,2
1,11,1,2025,历史类,本科批,634,400,637,12
1,12,1,2023,历史类,本科批,628,1,636,5
1,12,1,2024,历史类,本科批,627,1,634,5
1,12,1,2025,历史类,本科批,636,200,640,3
1,13,1,2023,历史类,本科批,637,100,644,15
1,13,1,2024,历史类,本科批,645,1,653,15
1,13,1,2025,历史类,本科批,638,1,640,6
1,14,1,2023,历史类,本科批,650,1,654,2
1,14,1,2024,历史类,本科批,652,1,657,8
1,14,1,2025,历史类,本科批,652,1,658,15
1,15,1,2023,历史类,本科批,640,1,646,5
1,15,1,2024,历史类,本科批,635,300,642,10
1,15,1,2025,历史类,本科批,644,1,652,15
1,16,1,2023,历史类,本科批,630,800,635,3
1,16,1,2024,历史类,本科批,636,200,640,25
1,16,1,2025,历史类,本科批,632,600,638,6
1,17,1,2023,历史类,本科批,644,1,649,30
1,17,1,2024,历史类,本科批,651,1,654,5
1,17,1,2025,历史类,本科批,657,1,662,25
1,18,1,2023,历史类,本科批,642,1,648,6
1,18,1,2024,历史类,本科批,643,1,651,2
1,18,1,2025,历史类,本科批,642,1,645,10
1,19,1,2023,历史类,本科批,639,1,646,8
1,19,1,2024,历史类,本科批,642,1,647,25
1,19,1,2025,历史类,本科批,645,1,650,30
1,20,1,2023,历史类,本科批,643,1,645,6
1,20,1,2024,历史类,本科批,645,1,652,20
1,20,1,2025,历史类,本科批,639,1,647,5
1,21,1,2023,历史类,本科批,643,1,651,5
1,21,1,2024,历史类,本科批,643,1,645,5
1,21,1,2025,历史类,本科批,656,1,664,3
1,22,1,2023,历史类,本科批,637,100,644,20
1,22,1,2024,历史类,本科批,641,1,646,10
1,22,1,2025,历史类,本科批,639,1,646,30
1,23,1,2023,历史类,本科批,627,1,635,10
1,23,1,2024,历史类,本科批,629,1,637,30
1,23,1,2025,历史类,本科批,639,1,641,15
1,24,1,2023,历史类,本科批,634,400,639,4
1,24,1,2024,历史类,本科批,645,1,651,15
1,24,1,2025,历史类,本科批,645,1,653,12
1,25,1,2023,历史类,本科批,638,1,643,15
1,25,1,2024,历史类,本科批,637,100,644,12
1,25,1,2025,历史类,本科批,643,1,651,5
1,26,1,2023,历史类,本科批,640,1,645,25
1,26,1,2024,历史类,本科批,639,1,644,3
1,26,1,2025,历史类,本科批,641,1,645,8
1,27,1,2023,历史类,本科批,640,1,642,4
1,27,1,2024,历史类,本科批,638,1,643,30
1,27,1,2025,历史类,本科批,640,1,642,10
1,28,1,2023,历史类,本科批,636,200,642,12
1,28,1,2024,历史类,本科批,635,300,638,10
1,28,1,2025,历史类,本科批,648,1,655,2
1,29,1,2023,历史类,本科批,636,200,641,2
1,29,1,2024,历史类,本科批,639,1,647,10
1,29,1,2025,历史类,本科批,647,1,654,30
1,30,1,2023,历史类,本科批,639,1,642,12
1,30,1,2024,历史类,本科批,639,1,644,12
1,30,1,2025,历史类,本科批,642,1,646,25
2,1,1,2023,物理类,本科批,668,900,676,12
2,1,1,2024,物理类,本科批,679,1,685,2
2,1,1,2025,物理类,本科批,683,1,689,25
2,2,1,2023,物理类,本科批,670,500,677,10
2,2,1,2024,物理类,本科批,677,1,680,2
2,2,1,2025,物理类,本科批,679,1,683,5
2,3,1,2023,物理类,本科批,671,300,675,10
2,3,1,2024,物理类,本科批,676,1,680,3
2,3,1,2025,物理类,本科批,674,1,681,15
2,4,1,2023,物理类,本科批,674,1,677,25
2,4,1,2024,物理类,本科批,680,1,682,2
2,4,1,2025,物理类,本科批,675,1,683,2
2,5,1,2023,物理类,本科批,667,1100,670,4
2,5,1,2024,物理类,本科批,680,1,682,20
2,5,1,2025,物理类,本科批,679,1,686,6
2,6,1,2023,物理类,本科批,662,2100,668,20
2,6,1,2024,物理类,本科批,665,1500,669,3
2,6,1,2025,物理类,本科批,668,900,672,20
2,7,1,2023,物理类,本科批,665,1500,672,5
2,7,1,2024,物理类,本科批,672,100,679,25
2,7,1,2025,物理类,本科批,666,1300,673,6
2,8,1,2023,物理类,本科批,666,1300,674,20
2,8,1,2024,物理类,本科批,675,1,681,10
2,8,1,2025,物理类,本科批,674,1,680,25
2,9,1,2023,物理类,本科批,652,1,660,10
2,9,1,2024,物理类,本科批,656,1,661,8
2,9,1,2025,物理类,本科批,661,2300,666,4
2,10,1,2023,物理类,本科批,660,2500,664,20
2,10,1,2024,物理类,本科批,662,2100,667,10
2,10,1,2025,物理类,本科批,664,1700,668,5
2,11,1,2023,物理类,本科批,658,1,663,5
2,11,1,2024,物理类,本科批,664,1700,670,25
2,11,1,2025,物理类,本科批,664,1700,666,12
2,12,1,2023,物理类,本科批,654,1,659,5
2,12,1,2024,物理类,本科批,659,1,663,6
2,12,1,2025,物理类,本科批,664,1700,670,2
2,13,1,2023,物理类,本科批,661,2300,663,5
2,13,1,2024,物理类,本科批,670,500,676,5
2,13,1,2025,物理类,本科批,677,1,684,12
2,15,1,2023,物理类,本科批,659,1,661,6
2,15,1,2024,物理类,本科批,669,700,676,5
2,15,1,2025,物理类,本科批,676,1,682,8
2,16,1,2023,物理类,本科批,659,1,665,8
2,16,1,2024,物理类,本科批,663,1900,667,8
2,16,1,2025,物理类,本科批,663,1900,667,6
2,17,1,2023,物理类,本科批,669,700,676,5
2,17,1,2024,物理类,本科批,671,300,678,15
2,17,1,2025,物理类,本科批,675,1,678,30
2,18,1,2023,物理类,本科批,663,1900,670,20
2,18,1,2024,物理类,本科批,672,100,676,3
2,18,1,2025,物理类,本科批,669,700,672,8
2,19,1,2023,物理类,本科批,665,1500,667,30
2,19,1,2024,物理类,本科批,665,1500,669,2
2,19,1,2025,物理类,本科批,672,100,676,30
2,20,1,2023,物理类,本科批,671,300,679,12
2,20,1,2024,物理类,本科批,663,1900,669,6
2,20,1,2025,物理类,本科批,674,1,679,8
2,21,1,2023,物理类,本科批,668,900,672,12
2,21,1,2024,物理类,本科批,671,300,676,12
2,21,1,2025,物理类,本科批,680,1,687,25
2,22,1,2023,物理类,本科批,664,1700,667,20
2,22,1,2024,物理类,本科批,664,1700,667,3
2,22,1,2025,物理类,本科批,674,1,680,20
2,23,1,2023,物理类,本科批,653,1,661,15
2,23,1,2024,物理类,本科批,662,2100,667,6
2,23,1,2025,物理类,本科批,666,1300,670,20
2,24,1,2023,物理类,本科批,658,1,664,30
2,24,1,2024,物理类,本科批,666,1300,673,5
2,24,1,2025,物理类,本科批,676,1,678,4
2,25,1,2023,物理类,本科批,663,1900,669,3
2,25,1,2024,物理类,本科批,663,1900,668,12
2,25,1,2025,物理类,本科批,675,1,679,2
2,26,1,2023,物理类,本科批,665,1500,672,6
2,26,1,2024,物理类,本科批,664,1700,671,5
2,26,1,2025,物理类,本科批,676,1,682,25
2,27,1,2023,物理类,本科批,667,1100,669,15
2,27,1,2024,物理类,本科批,673,1,676,6
2,27,1,2025,物理类,本科批,666,1300,668,4
2,28,1,2023,物理类,本科批,669,700,676,20
2,28,1,2024,物理类,本科批,670,500,672,12
2,28,1,2025,物理类,本科批,672,100,676,15
2,29,1,2023,物理类,本科批,665,1500,670,3
2,29,1,2024,物理类,本科批,663,1900,668,30
2,29,1,2025,物理类,本科批,675,1,679,2
2,30,1,2023,物理类,本科批,665,1500,672,20
2,30,1,2024,物理类,本科批,663,1900,671,25
2,30,1,2025,物理类,本科批,675,1,677,4
2,1,1,2023,历史类,本科批,647,1,654,12
2,1,1,2024,历史类,本科批,645,1,651,10
2,1,1,2025,历史类,本科批,648,1,653,8
2,2,1,2023,历史类,本科批,644,1,648,25
2,2,1,2024,历史类,本科批,645,1,649,10
2,2,1,2025,历史类,本科批,651,1,658,10
2,3,1,2023,历史类,本科批,638,1,643,3
2,3,1,2024,历史类,本科批,647,1,651,3
2,3,1,2025,历史类,本科批,655,1,663,2
2,4,1,2023,历史类,本科批,645,1,650,2
2,4,1,2024,历史类,本科批,651,1,655,20
2,4,1,2025,历史类,本科批,657,1,662,2
2,5,1,2023,历史类,本科批,645,1,651,4
2,5,1,2024,历史类,本科批,650,1,657,12
2,5,1,2025,历史类,本科批,644,1,651,20
2,6,1,2023,历史类,本科批,635,300,639,15
2,6,1,2024,历史类,本科批,643,1,648,3
2,6,1,2025,历史类,本科批,638,1,643,3
2,7,1,2023,历史类,本科批,640,1,647,6
2,7,1,2024,历史类,本科批,639,1,644,12
2,7,1,2025,历史类,本科批,642,1,647,15
2,8,1,2023,历史类,本科批,647,1,650,20
2,8,1,2024,历史类,本科批,645,1,653,3
2,8,1,2025,历史类,本科批,652,1,656,15
2,9,1,2023,历史类,本科批,624,1,628,30
2,9,1,2024,历史类,本科批,636,200,642,25
2,9,1,2025,历史类,本科批,633,500,638,15
2,10,1,2023,历史类,本科批,628,1,632,15
2,10,1,2024,历史类,本科批,633,500,638,8
2,10,1,2025,历史类,本科批,632,600,638,10
2,11,1,2023,历史类,本科批,631,700,633,8
2,11,1,2024,历史类,本科批,633,500,638,25
2,11,1,2025,历史类,本科批,636,200,638,4
2,12,1,2023,历史类,本科批,631,700,635,3
2,12,1,2024,历史类,本科批,628,1,634,12
2,12,1,2025,历史类,本科批,630,800,635,25
2,13,1,2023,历史类,本科批,634,400,639,6
2,13,1,2024,历史类,本科批,644,1,651,10
2,13,1,2025,历史类,本科批,641,1,649,25
2,15,1,2023,历史类,本科批,636,200,640,25
2,15,1,2024,历史类,本科批,643,1,645,20
2,15,1,2025,历史类,本科批,639,1,646,25
2,16,1,2023,历史类,本科批,627,1,634,3
2,16,1,2024,历史类,本科批,628,1,636,25
2,16,1,2025,历史类,本科批,635,300,638,30
2,17,1,2023,历史类,本科批,640,1,642,8
2,17,1,2024,历史类,本科批,647,1,651,8
2,17,1,2025,历史类,本科批,649,1,652,15
2,18,1,2023,历史类,本科批,640,1,647,4
2,18,1,2024,历史类,本科批,637,100,639,20
2,18,1,2025,历史类,本科批,648,1,655,5
2,19,1,2023,历史类,本科批,640,1,643,5
2,19,1,2024,历史类,本科批,645,1,649,12
2,19,1,2025,历史类,本科批,648,1,650,12
2,20,1,2023,历史类,本科批,642,1,648,4
2,20,1,2024,历史类,本科批,642,1,646,20
2,20,1,2025,历史类,本科批,648,1,653,30
2,21,1,2023,历史类,本科批,647,1,655,6
2,21,1,2024,历史类,本科批,649,1,657,12
2,21,1,2025,历史类,本科批,647,1,652,20
2,22,1,2023,历史类,本科批,641,1,645,30
2,22,1,2024,历史类,本科批,635,300,643,25
2,22,1,2025,历史类,本科批,643,1,645,20
2,23,1,2023,历史类,本科批,635,300,642,12
2,23,1,2024,历史类,本科批,630,800,636,8
2,23,1,2025,历史类,本科批,639,1,642,20
2,24,1,2023,历史类,本科批,642,1,650,30
2,24,1,2024,历史类,本科批,645,1,647,25
2,24,1,2025,历史类,本科批,640,1,648,12
2,25,1,2023,历史类,本科批,643,1,647,30
2,25,1,2024,历史类,本科批,636,200,640,8
2,25,1,2025,历史类,本科批,641,1,644,4
2,26,1,2023,历史类,本科批,635,300,641,15
2,26,1,2024,历史类,本科批,637,100,641,12
2,26,1,2025,历史类,本科批,643,1,651,3
2,27,1,2023,历史类,本科批,632,600,635,5
2,27,1,2024,历史类,本科批,643,1,647,3
2,27,1,2025,历史类,本科批,639,1,643,15
2,28,1,2023,历史类,本科批,641,1,645,25
2,28,1,2024,历史类,本科批,644,1,649,25
2,28,1,2025,历史类,本科批,639,1,646,5
2,29,1,2023,历史类,本科批,631,700,637,15
2,29,1,2024,历史类,本科批,644,1,647,25
2,29,1,2025,历史类,本科批,646,1,654,12
2,30,1,2023,历史类,本科批,642,1,647,3
2,30,1,2024,历史类,本科批,635,300,637,6
2,30,1,2025,历史类,本科批,640,1,642,5
3,1,1,2023,物理类,本科批,667,1100,672,12
3,1,1,2024,物理类,本科批,680,1,687,30
3,1,1,2025,物理类,本科批,681,1,687,30
3,2,1,2023,物理类,本科批,674,1,681,3
3,2,1,2024,物理类,本科批,679,1,684,6
3,2,1,2025,物理类,本科批,676,1,679,12
3,3,1,2023,物理类,本科批,669,700,677,8
3,3,1,2024,物理类,本科批,680,1,684,15
3,3,1,2025,物理类,本科批,673,1,678,6
3,4,1,2023,物理类,本科批,669,700,677,12
3,4,1,2024,物理类,本科批,680,1,683,25
3,4,1,2025,物理类,本科批,675,1,677,8
3,5,1,2023,物理类,本科批,670,500,678,20
3,5,1,2024,物理类,本科批,671,300,679,15
3,5,1,2025,物理类,本科批,681,1,684,5
3,6,1,2023,物理类,本科批,662,2100,670,20
3,6,1,2024,物理类,本科批,667,1100,675,4
3,6,1,2025,物理类,本科批,673,1,677,4
3,7,1,2023,物理类,本科批,672,100,680,2
3,7,1,2024,物理类,本科批,663,1900,667,5
3,7,1,2025,物理类,本科批,673,1,675,4
3,8,1,2023,物理类,本科批,667,1100,670,30
3,8,1,2024,物理类,本科批,678,1,680,30
3,8,1,2025,物理类,本科批,678,1,683,8
3,9,1,2023,物理类,本科批,659,1,661,12
3,9,1,2024,物理类,本科批,658,1,664,2
3,9,1,2025,物理类,本科批,664,1700,669,25
3,10,1,2023,物理类,本科批,654,1,659,10
3,10,1,2024,物理类,本科批,665,1500,667,12
3,10,1,2025,物理类,本科批,660,2500,662,8
3,11,1,2023,物理类,本科批,652,1,654,4
3,11,1,2024,物理类,本科批,664,1700,671,20
3,11,1,2025,物理类,本科批,665,1500,670,20
3,12,1,2023,物理类,本科批,654,1,659,15
3,12,1,2024,物理类,本科批,661,2300,663,30
3,12,1,2025,物理类,本科批,666,1300,673,15
3,13,1,2023,物理类,本科批,667,1100,672,5
3,13,1,2024,物理类,本科批,668,900,676,12
3,13,1,2025,物理类,本科批,673,1,680,3
3,14,1,2023,物理类,本科批,673,1,677,25
3,14,1,2024,物理类,本科批,675,1,678,25
3,14,1,2025,物理类,本科批,675,1,677,3
3,15,1,2023,物理类,本科批,668,900,670,30
3,15,1,2024,物理类,本科批,665,1500,671,2
3,15,1,2025,物理类,本科批,676,1,682,8
3,16,1,2023,物理类,本科批,660,2500,664,25
3,16,1,2024,物理类,本科批,655,1,659,20
3,16,1,2025,物理类,本科批,663,1900,665,20
3,17,1,2023,物理类,本科批,668,900,671,25
3,17,1,2024,物理类,本科批,673,1,681,3
3,17,1,2025,物理类,本科批,681,1,685,3
3,18,1,2023,物理类,本科批,669,700,672,10
3,18,1,2024,物理类,本科批,672,100,678,25
3,18,1,2025,物理类,本科批,668,900,674,25
3,19,1,2023,物理类,本科批,660,2500,663,6
3,19,1,2024,物理类,本科批,668,900,672,2
3,19,1,2025,物理类,本科批,667,1100,673,25
3,20,1,2023,物理类,本科批,660,2500,663,30
3,20,1,2024,物理类,本科批,664,1700,671,15
3,20,1,2025,物理类,本科批,671,300,676,12
3,21,1,2023,物理类,本科批,669,700,673,6
3,21,1,2024,物理类,本科批,679,1,685,3
3,21,1,2025,物理类,本科批,673,1,676,20
3,22,1,2023,物理类,本科批,672,100,674,6
3,22,1,2024,物理类,本科批,673,1,678,12
3,22,1,2025,物理类,本科批,675,1,680,6
3,23,1,2023,物理类,本科批,661,2300,663,8
3,23,1,2024,物理类,本科批,656,1,660,25
3,23,1,2025,物理类,本科批,667,1100,673,25
3,24,1,2023,物理类,本科批,660,2500,663,10
3,24,1,2024,物理类,本科批,663,1900,665,5
3,24,1,2025,物理类,本科批,669,700,677,4
3,25,1,2023,物理类,本科批,664,1700,668,3
3,25,1,2024,物理类,本科批,670,500,677,10
3,25,1,2025,物理类,本科批,667,1100,672,15
3,26,1,2023,物理类,本科批,669,700,675,25
3,26,1,2024,物理类,本科批,664,1700,669,30
3,26,1,2025,物理类,本科批,670,500,672,12
3,27,1,2023,物理类,本科批,667,1100,673,10
3,27,1,2024,物理类,本科批,669,700,676,25
3,27,1,2025,物理类,本科批,671,300,673,10
3,28,1,2023,物理类,本科批,667,1100,670,20
3,28,1,2024,物理类,本科批,668,900,670,10
3,28,1,2025,物理类,本科批,667,1100,672,20
3,29,1,2023,物理类,本科批,667,1100,669,10
3,29,1,2024,物理类,本科批,668,900,671,8
3,29,1,2025,物理类,本科批,666,1300,672,25
3,30,1,2023,物理类,本科批,670,500,676,5
3,30,1,2024,物理类,本科批,668,900,675,25
3,30,1,2025,物理类,本科批,668,900,670,4
3,1,1,2023,历史类,本科批,643,1,646,20
3,1,1,2024,历史类,本科批,653,1,655,4
3,1,1,2025,历史类,本科批,654,1,662,20
3,2,1,2023,历史类,本科批,645,1,652,20
3,2,1,2024,历史类,本科批,648,1,656,25
3,2,1,2025,历史类,本科批,648,1,653,3
3,3,1,2023,历史类,本科批,646,1,653,6
3,3,1,2024,历史类,本科批,652,1,654,8
3,3,1,2025,历史类,本科批,649,1,653,12
3,4,1,2023,历史类,本科批,639,1,641,8
3,4,1,2024,历史类,本科批,644,1,651,3
3,4,1,2025,历史类,本科批,657,1,663,10
3,5,1,2023,历史类,本科批,648,1,654,30
3,5,1,2024,历史类,本科批,650,1,658,20
3,5,1,2025,历史类,本科批,650,1,656,12
3,6,1,2023,历史类,本科批,632,600,634,12
3,6,1,2024,历史类,本科批,640,1,647,3
3,6,1,2025,历史类,本科批,650,1,653,2
3,7,1,2023,历史类,本科批,640,1,645,15
3,7,1,2024,历史类,本科批,644,1,647,8
3,7,1,2025,历史类,本科批,642,1,647,10
3,8,1,2023,历史类,本科批,650,1,656,2
3,8,1,2024,历史类,本科批,644,1,648,3
3,8,1,2025,历史类,本科批,658,1,663,6
3,9,1,2023,历史类,本科批,634,400,640,4
3,9,1,2024,历史类,本科批,628,1,634,25
3,9,1,2025,历史类,本科批,634,400,638,25
3,10,1,2023,历史类,本科批,625,1,631,30
3,10,1,2024,历史类,本科批,631,700,637,10
3,10,1,2025,历史类,本科批,632,600,639,30
3,11,1,2023,历史类,本科批,623,1,630,25
3,11,1,2024,历史类,本科批,635,300,639,2
3,11,1,2025,历史类,本科批,634,400,637,5
3,12,1,2023,历史类,本科批,631,700,634,5
3,12,1,2024,历史类,本科批,629,1,631,6
3,12,1,2025,历史类,本科批,636,200,644,15
3,13,1,2023,历史类,本科批,630,800,637,8
3,13,1,2024,历史类,本科批,637,100,643,10
3,13,1,2025,历史类,本科批,639,1,642,30
3,14,1,2023,历史类,本科批,640,1,647,12
3,14,1,2024,历史类,本科批,649,1,653,25
3,14,1,2025,历史类,本科批,652,1,658,6
3,15,1,2023,历史类,本科批,634,400,640,5
3,15,1,2024,历史类,本科批,642,1,650,5
3,15,1,2025,历史类,本科批,648,1,654,12
3,16,1,2023,历史类,本科批,627,1,635,10
3,16,1,2024,历史类,本科批,635,300,640,4
3,16,1,2025,历史类,本科批,638,1,641,6
3,17,1,2023,历史类,本科批,652,1,657,8
3,17,1,2024,历史类,本科批,644,1,651,15
3,17,1,2025,历史类,本科批,648,1,650,4
3,18,1,2023,历史类,本科批,639,1,645,4
3,18,1,2024,历史类,本科批,636,200,639,12
3,18,1,2025,历史类,本科批,638,1,643,2
3,19,1,2023,历史类,本科批,639,1,643,5
3,19,1,2024,历史类,本科批,636,200,640,5
3,19,1,2025,历史类,本科批,641,1,643,30
3,20,1,2023,历史类,本科批,634,400,637,2
3,20,1,2024,历史类,本科批,642,1,649,4
3,20,1,2025,历史类,本科批,646,1,652,2
3,21,1,2023,历史类,本科批,642,1,646,5
3,21,1,2024,历史类,本科批,651,1,658,20
3,21,1,2025,历史类,本科批,654,1,656,6
3,22,1,2023,历史类,本科批,637,100,639,2
3,22,1,2024,历史类,本科批,641,1,648,20
3,22,1,2025,历史类,本科批,640,1,642,12
3,23,1,2023,历史类,本科批,630,800,632,25
3,23,1,2024,历史类,本科批,636,200,639,30
3,23,1,2025,历史类,本科批,633,500,638,2
3,24,1,2023,历史类,本科批,635,300,638,20
3,24,1,2024,历史类,本科批,637,100,644,25
3,24,1,2025,历史类,本科批,644,1,648,3
3,25,1,2023,历史类,本科批,638,1,644,15
3,25,1,2024,历史类,本科批,635,300,640,12
3,25,1,2025,历史类,本科批,646,1,651,8
3,26,1,2023,历史类,本科批,632,600,636,3
3,26,1,2024,历史类,本科批,638,1,645,25
3,26,1,2025,历史类,本科批,645,1,652,8
3,27,1,2023,历史类,本科批,633,500,637,15
3,27,1,2024,历史类,本科批,645,1,648,25
3,27,1,2025,历史类,本科批,646,1,653,4
3,28,1,2023,历史类,本科批,634,400,641,12
3,28,1,2024,历史类,本科批,639,1,642,2
3,28,1,2025,历史类,本科批,637,100,641,6
3,29,1,2023,历史类,本科批,636,200,644,15
3,29,1,2024,历史类,本科批,639,1,641,25
3,29,1,2025,历史类,本科批,641,1,645,2
3,30,1,2023,历史类,本科批,636,200,638,8
3,30,1,2024,历史类,本科批,641,1,648,12
3,30,1,2025,历史类,本科批,644,1,647,12
4,1,1,2023,物理类,本科批,671,300,679,15
4,1,1,2024,物理类,本科批,671,300,678,10
4,1,1,2025,物理类,本科批,677,1,683,4
4,2,1,2023,物理类,本科批,669,700,673,3
4,2,1,2024,物理类,本科批,675,1,682,6
4,2,1,2025,物理类,本科批,680,1,686,30
4,3,1,2023,物理类,本科批,668,900,675,12
4,3,1,2024,物理类,本科批,677,1,679,30
4,3,1,2025,物理类,本科批,682,1,687,6
4,4,1,2023,物理类,本科批,670,500,677,25
4,4,1,2024,物理类,本科批,675,1,681,30
4,4,1,2025,物理类,本科批,672,100,675,20
4,5,1,2023,物理类,本科批,666,1300,669,3
4,5,1,2024,物理类,本科批,680,1,684,8
4,5,1,2025,物理类,本科批,683,1,685,20
4,6,1,2023,物理类,本科批,671,300,676,8
4,6,1,2024,物理类,本科批,670,500,678,3
4,6,1,2025,物理类,本科批,670,500,676,8
